DateTime,Temperature,Humidity,CO2,pH,EC,"
"
2025-10-23 00:00:00.170097,22.808,61.335,645.616,5.371,2164.352,"
"
2025-10-23 00:01:00.140202,22.843,61.628,646.846,5.371,2164.352,"
"
2025-10-23 00:02:00.150972,23.108,61.639,646.846,5.371,2164.352,"
"
2025-10-23 00:03:00.154426,23.112,61.325,644.314,5.381,2164.352,"
"
2025-10-23 00:04:00.158251,23.281,62.243,641.855,5.381,2164.352,"
"
2025-10-23 00:05:00.152843,23.398,63.162,641.855,5.393,2164.352,"
"
2025-10-23 00:06:00.104457,23.537,63.245,641.855,5.391,2164.352,"
"
2025-10-23 00:07:00.110577,23.398,62.439,640.480,5.393,2160.011,"
"
2025-10-23 00:08:00.117516,23.251,61.028,641.638,5.393,2164.352,"
"
2025-10-23 00:09:00.117718,23.103,61.126,639.395,5.393,2162.905,"
"
2025-10-23 00:10:00.126007,22.826,61.238,639.540,5.393,2164.352,"
"
2025-10-23 00:11:00.132356,22.891,61.118,639.395,5.393,2164.352,"
"
2025-10-23 00:12:00.334804,22.808,61.118,639.395,5.393,2164.352,"
"
2025-10-23 00:13:00.194498,22.656,61.245,636.936,5.391,2164.352,"
"
2025-10-23 00:14:00.133825,22.656,60.735,634.549,5.391,2164.352,"
"
2025-10-23 00:15:00.445375,22.656,60.645,634.476,5.391,2164.352,"
"
2025-10-23 00:16:00.130897,22.656,60.760,634.476,5.403,2164.352,"
"
2025-10-23 00:17:00.151024,22.509,60.641,634.476,5.413,2164.352,"
"
2025-10-23 00:18:00.135931,22.509,61.032,632.017,5.411,2164.352,"
"
2025-10-23 00:19:00.154640,22.509,61.118,632.017,5.411,2164.352,"
"
2025-10-23 00:20:00.151633,22.509,61.426,632.017,5.420,2164.352,"
"
2025-10-23 00:21:00.105232,22.509,62.127,629.557,5.440,2164.352,"
"
2025-10-23 00:22:00.107683,22.509,62.312,629.557,5.440,2164.352,"
"
2025-10-23 00:23:00.118827,22.509,62.648,631.438,5.440,2164.352,"
"
2025-10-23 00:24:00.116395,22.656,62.739,629.557,5.440,2164.352,"
"
2025-10-23 00:25:00.116333,22.778,62.739,627.170,5.420,2164.352,"
"
2025-10-23 00:26:00.859870,22.726,62.945,627.098,5.420,2164.352,"
"
2025-10-23 00:27:00.428496,22.808,62.847,627.098,5.420,2164.352,"
"
2025-10-23 00:28:00.152947,22.812,61.929,627.098,5.420,2164.352,"
"
2025-10-23 00:29:00.143420,22.808,61.039,628.328,5.420,2164.352,"
"
2025-10-23 00:30:00.411695,22.808,60.941,627.315,5.420,2164.352,"
"
2025-10-23 00:31:00.125862,22.509,60.746,624.566,5.420,2164.352,"
"
2025-10-23 00:32:00.134872,22.509,60.558,624.566,5.411,2164.352,"
"
2025-10-23 00:33:00.162062,22.491,60.746,622.107,5.411,2162.905,"
"
2025-10-23 00:34:00.141512,22.352,60.851,622.107,5.411,2164.352,"
"
2025-10-23 00:35:00.137392,22.214,61.433,622.107,5.391,2164.352,"
"
2025-10-23 00:36:00.107271,22.214,62.037,622.107,5.393,2164.352,"
"
2025-10-23 00:37:00.122372,22.361,62.543,620.153,5.401,2164.352,"
"
2025-10-23 00:38:00.117132,22.396,62.746,622.107,5.391,2164.352,"
"
2025-10-23 00:39:00.124155,22.509,63.241,622.107,5.391,2164.352,"
"
2025-10-23 00:40:00.120312,22.509,63.346,619.647,5.391,2164.352,"
"
2025-10-23 00:41:00.127445,22.509,63.451,619.647,5.411,2164.352,"
"
2025-10-23 00:42:00.122069,22.509,63.636,617.188,5.411,2164.352,"
"
2025-10-23 00:43:00.116985,22.509,63.647,619.647,5.411,2164.352,"
"
2025-10-23 00:44:00.136664,22.656,63.553,617.188,5.411,2164.352,"
"
2025-10-23 00:45:00.137896,22.713,63.556,617.188,5.411,2164.352,"
"
2025-10-23 00:46:00.122811,22.804,63.556,617.188,5.411,2164.352,"
"
2025-10-23 00:47:00.127962,22.804,63.571,615.234,5.413,2164.352,"
"
2025-10-23 00:48:00.139127,22.956,62.956,617.188,5.411,2164.352,"
"
2025-10-23 00:49:00.131956,22.808,61.632,617.043,5.411,2164.352,"
"
2025-10-23 00:50:00.147482,22.656,61.730,614.728,5.401,2164.352,"
"
2025-10-23 00:51:00.374990,22.509,61.625,612.268,5.381,2165.799,"
"
2025-10-23 00:52:00.114009,22.370,61.220,609.809,5.371,2164.352,"
"
2025-10-23 00:53:00.133399,22.361,61.527,609.809,5.373,2164.352,"
"
2025-10-23 00:54:00.121417,22.287,61.328,607.277,5.371,2164.352,"
"
2025-10-23 00:55:00.148641,22.214,61.321,607.277,5.371,2164.352,"
"
2025-10-23 00:56:00.107469,22.214,61.838,607.277,5.371,2164.352,"
"
2025-10-23 00:57:00.112357,22.214,62.319,606.337,5.371,2164.352,"
"
2025-10-23 00:58:00.122030,22.374,63.144,607.277,5.371,2164.352,"
"
2025-10-23 00:59:00.129752,22.361,63.563,604.818,5.371,2164.352,"
"
2025-10-23 01:00:00.125990,22.504,63.560,604.745,5.371,2164.352,"
"
2025-10-23 01:01:00.119269,22.509,63.921,602.358,5.381,2164.352,"
"
2025-10-23 01:02:00.139484,22.509,64.131,602.358,5.391,2164.352,"
"
2025-10-23 01:03:00.131931,22.509,64.334,602.358,5.391,2164.352,"
"
2025-10-23 01:04:00.137949,22.656,64.453,599.971,5.391,2164.352,"
"
2025-10-23 01:05:00.145339,22.791,64.652,599.899,5.411,2164.352,"
"
2025-10-23 01:06:00.164667,22.773,64.547,599.899,5.391,2164.352,"
"
2025-10-23 01:07:00.156420,22.917,64.536,601.997,5.401,2164.352,"
"
2025-10-23 01:08:00.140164,22.964,64.540,600.405,5.401,2164.352,"
"
2025-10-23 01:09:00.147559,22.956,63.267,599.754,5.391,2164.352,"
"
2025-10-23 01:10:00.105439,22.808,62.236,597.439,5.391,2164.352,"
"
2025-10-23 01:11:00.910801,22.808,62.232,597.439,5.393,2164.352,"
"
2025-10-23 01:12:00.128422,22.656,62.048,595.124,5.391,2164.352,"
"
2025-10-23 01:13:00.130376,22.509,62.033,594.980,5.393,2164.352,"
"
2025-10-23 01:14:00.137826,22.509,62.135,592.593,5.391,2164.352,"
"
2025-10-23 01:15:00.131311,22.361,62.135,592.520,5.411,2164.352,"
"
2025-10-23 01:16:00.120743,22.435,62.131,592.520,5.420,2164.352,"
"
2025-10-23 01:17:00.127520,22.391,62.746,592.520,5.420,2164.352,"
"
2025-10-23 01:18:00.142214,22.361,63.733,590.061,5.420,2164.352,"
"
2025-10-23 01:19:00.149111,22.452,64.236,590.061,5.420,2164.352,"
"
2025-10-23 01:20:00.130150,22.509,64.645,588.831,5.420,2164.352,"
"
2025-10-23 01:21:00.160960,22.656,65.224,590.061,5.420,2164.352,"
"
2025-10-23 01:22:00.158228,22.656,65.234,587.529,5.420,2164.352,"
"
2025-10-23 01:23:00.115225,22.799,65.325,587.529,5.420,2164.352,"
"
2025-10-23 01:24:00.118995,22.799,65.527,586.372,5.420,2164.352,"
"
2025-10-23 01:25:00.115290,22.808,65.535,585.069,5.420,2164.352,"
"
2025-10-23 01:26:00.114876,22.964,65.422,587.529,5.420,2164.352,"
"
2025-10-23 01:27:00.861284,22.956,65.422,584.925,5.420,2164.352,"
"
2025-10-23 01:28:00.372780,23.103,65.343,582.610,5.411,2164.352,"
"
2025-10-23 01:29:00.139693,23.103,65.227,582.610,5.411,2164.352,"
"
2025-10-23 01:30:00.125144,23.103,63.458,582.610,5.413,2164.352,"
"
2025-10-23 01:31:00.152709,22.956,63.057,581.380,5.413,2164.352,"
"
2025-10-23 01:32:00.128403,22.747,62.956,580.151,5.411,2162.905,"
"
2025-10-23 01:33:00.149619,22.656,62.656,577.691,5.413,2164.352,"
"
2025-10-23 01:34:00.151474,22.656,62.742,577.691,5.420,2164.352,"
"
2025-10-23 01:35:00.152779,22.539,62.844,577.980,5.420,2164.352,"
"
2025-10-23 01:36:00.150979,22.648,62.854,580.006,5.411,2164.352,"
"
2025-10-23 01:37:00.106908,22.396,62.945,576.461,5.420,2164.352,"
"
2025-10-23 01:38:00.110627,22.487,63.625,577.691,5.420,2165.799,"
"
2025-10-23 01:39:00.116479,22.509,64.435,572.989,5.420,2164.352,"
"
2025-10-23 01:40:00.174556,22.509,64.855,572.772,5.420,2164.352,"
"
2025-10-23 01:41:00.135029,22.656,65.032,572.772,5.420,2164.352,"
"
2025-10-23 01:42:00.138172,22.804,65.126,572.483,5.420,2164.352,"
"
2025-10-23 01:43:00.351309,22.691,65.321,570.312,5.420,2164.352,"
"
2025-10-23 01:44:00.149287,22.799,65.444,570.312,5.420,2167.245,"
"
2025-10-23 01:45:00.121998,22.808,65.632,572.700,5.420,2167.245,"
"
2025-10-23 01:46:00.347561,22.917,65.741,571.542,5.420,2165.799,"
"
2025-10-23 01:47:00.127485,22.956,65.741,568.359,5.420,2164.352,"
"
2025-10-23 01:48:00.157767,22.956,65.441,567.781,5.420,2164.352,"
"
2025-10-23 01:49:00.148475,23.030,65.328,567.202,5.420,2164.352,"
"
2025-10-23 01:50:00.152111,23.077,64.750,567.564,5.420,2164.352,"
"
2025-10-23 01:51:00.142441,22.956,63.455,565.321,5.420,2162.905,"
"
2025-10-23 01:52:00.108258,22.808,63.151,565.321,5.433,2162.905,"
"
2025-10-23 01:53:00.131053,22.665,63.046,564.091,5.440,2164.352,"
"
2025-10-23 01:54:00.110256,22.808,62.854,565.321,5.440,2164.352,"
"
2025-10-23 01:55:00.127316,22.695,63.039,565.321,5.440,2164.352,"
"
2025-10-23 01:56:00.133326,22.509,62.847,560.981,5.441,2164.352,"
"
2025-10-23 01:57:00.131848,22.478,62.854,562.283,5.440,2167.245,"
"
2025-10-23 01:58:00.152126,22.396,63.046,562.862,5.440,2167.245,"
"
2025-10-23 01:59:00.134008,22.509,63.845,561.343,5.440,2167.245,"
"
2025-10-23 02:00:00.357300,22.431,64.547,560.402,5.454,2165.799,"
"
2025-10-23 02:01:00.130643,22.509,64.916,557.943,5.440,2164.352,"
"
2025-10-23 02:02:00.132895,22.656,65.328,557.943,5.454,2167.245,"
"
2025-10-23 02:04:00.150465,22.808,65.860,557.943,5.440,2165.799,"
"
2025-10-23 02:05:00.149693,22.817,66.066,558.160,5.440,2167.245,"
"
2025-10-23 02:06:00.151631,22.812,65.643,555.483,5.440,2164.352,"
"
2025-10-23 02:07:00.111560,22.921,64.236,554.181,5.440,2167.245,"
"
2025-10-23 02:08:00.104997,22.769,63.932,553.024,5.420,2165.799,"
"
2025-10-23 02:09:00.126896,22.656,63.462,553.024,5.420,2164.352,"
"
2025-10-23 02:10:00.122745,22.509,62.645,552.011,5.420,2164.352,"
"
2025-10-23 02:11:00.138925,22.361,62.742,550.637,5.420,2164.352,"
"
2025-10-23 02:12:00.339403,22.361,62.316,553.024,5.420,2164.352,"
"
2025-10-23 02:13:00.114803,22.218,61.531,551.143,5.420,2167.245,"
"
2025-10-23 02:14:00.129375,22.335,62.131,553.024,5.433,2164.352,"
"
2025-10-23 02:15:00.134228,22.214,63.831,550.492,5.431,2165.799,"
"
2025-10-23 02:16:00.127415,22.361,64.435,550.492,5.433,2167.245,"
"
2025-10-23 02:17:00.129176,22.361,65.028,550.492,5.420,2167.245,"
"
2025-10-23 02:18:00.141054,22.509,65.430,550.492,5.420,2165.799,"
"
2025-10-23 02:19:00.386720,22.656,65.878,550.492,5.420,2167.245,"
"
2025-10-23 02:20:00.150061,22.808,66.251,548.032,5.431,2165.799,"
"
2025-10-23 02:21:00.141683,22.808,66.547,548.032,5.440,2165.799,"
"
2025-10-23 02:22:00.127238,22.808,66.862,548.032,5.440,2165.799,"
"
2025-10-23 02:23:00.105315,22.982,66.949,550.492,5.440,2167.245,"
"
2025-10-23 02:24:00.120536,23.112,66.855,550.420,5.440,2167.245,"
"
2025-10-23 02:25:00.131782,23.138,66.858,545.573,5.440,2167.245,"
"
2025-10-23 02:26:00.873485,23.108,66.858,545.573,5.440,2165.799,"
"
2025-10-23 02:27:00.120793,23.251,66.746,544.343,5.440,2165.799,"
"
2025-10-23 02:28:00.136914,23.398,66.547,543.113,5.440,2167.245,"
"
2025-10-23 02:29:00.108842,23.537,66.356,543.113,5.440,2165.799,"
"
2025-10-23 02:30:00.116085,23.563,66.247,540.654,5.433,2167.245,"
"
2025-10-23 02:31:00.131861,23.550,66.171,540.654,5.440,2165.799,"
"
2025-10-23 02:32:00.132374,23.694,65.545,538.339,5.431,2162.905,"
"
2025-10-23 02:33:00.146740,23.694,64.648,540.654,5.433,2167.245,"
"
2025-10-23 02:34:00.148360,23.398,63.737,535.735,5.433,2167.245,"
"
2025-10-23 02:35:00.872677,23.251,63.835,535.735,5.433,2165.799,"
"
2025-10-23 02:36:01.097990,23.103,63.636,536.965,5.421,2165.799,"
"
2025-10-23 02:37:00.124388,22.956,63.466,533.276,5.420,2165.799,"
"
2025-10-23 02:38:00.105169,22.808,63.267,533.276,5.420,2165.799,"
"
2025-10-23 02:39:00.139167,22.808,62.851,533.276,5.420,2165.799,"
"
2025-10-23 02:40:00.113714,22.808,62.648,530.744,5.420,2164.352,"
"
2025-10-23 02:41:00.168108,22.656,62.316,530.744,5.421,2164.352,"
"
2025-10-23 02:42:00.122824,22.656,62.041,533.276,5.420,2164.352,"
"
2025-10-23 02:43:00.881231,22.509,61.834,529.224,5.420,2162.905,"
"
2025-10-23 02:44:00.329579,22.604,62.033,531.395,5.420,2165.799,"
"
2025-10-23 02:45:00.115943,22.496,62.746,528.573,5.421,2165.799,"
"
2025-10-23 02:46:00.133044,22.509,63.046,528.357,5.420,2165.799,"
"
2025-10-23 02:47:00.380643,22.509,63.252,530.744,5.420,2165.799,"
"
2025-10-23 02:48:00.117130,22.639,63.372,528.284,5.420,2165.799,"
"
2025-10-23 02:49:00.155822,22.656,63.563,528.284,5.420,2165.799,"
"
2025-10-23 02:50:00.131210,22.656,63.730,526.331,5.433,2165.799,"
"
2025-10-23 02:51:00.150808,22.687,63.831,530.744,5.440,2167.245,"
"
2025-10-23 02:52:00.130795,22.943,63.827,530.744,5.440,2167.245,"
"
2025-10-23 02:53:00.137990,22.669,63.835,528.284,5.440,2167.245,"
"
2025-10-23 02:54:00.200420,22.773,64.037,528.284,5.440,2165.799,"
"
2025-10-23 02:55:00.183052,22.808,62.746,528.284,5.431,2165.799,"
"
2025-10-23 02:56:00.126063,22.656,62.449,528.284,5.431,2164.352,"
"
2025-10-23 02:57:00.131385,22.509,61.845,527.995,5.431,2165.799,"
"
2025-10-23 02:58:00.129607,22.496,61.220,527.054,5.433,2165.799,"
"
2025-10-23 02:59:00.149325,22.361,60.959,528.284,5.431,2167.245,"
"
2025-10-23 03:00:00.143457,22.214,61.422,525.897,5.420,2167.245,"
"
2025-10-23 03:01:00.135909,22.361,63.357,528.284,5.420,2165.799,"
"
2025-10-23 03:02:00.136062,22.361,64.146,525.825,5.420,2165.799,"
"
2025-10-23 03:03:00.148892,22.452,64.638,525.825,5.420,2165.799,"
"
2025-10-23 03:04:00.146003,22.509,65.115,523.365,5.420,2165.799,"
"
2025-10-23 03:05:00.133163,22.656,65.730,523.365,5.420,2165.799,"
"
2025-10-23 03:06:00.117916,22.717,66.168,523.365,5.420,2165.799,"
"
2025-10-23 03:07:00.396770,22.808,66.352,523.365,5.420,2165.799,"
"
2025-10-23 03:08:00.122906,22.808,66.645,523.365,5.420,2165.799,"
"
2025-10-23 03:09:00.118068,22.956,66.739,523.365,5.433,2165.799,"
"
2025-10-23 03:10:00.136189,23.112,66.735,523.365,5.420,2165.799,"
"
2025-10-23 03:11:00.127871,23.234,66.641,520.906,5.420,2165.799,"
"
2025-10-23 03:12:00.149584,23.251,66.540,520.906,5.420,2165.799,"
"
2025-10-23 03:13:00.125480,23.398,66.352,518.446,5.420,2167.245,"
"
2025-10-23 03:14:00.151291,23.529,66.243,518.663,5.420,2167.245,"
"
2025-10-23 03:15:00.126871,23.529,66.168,518.446,5.420,2167.245,"
"
2025-10-23 03:16:00.128768,23.546,65.976,518.446,5.420,2167.245,"
"
2025-10-23 03:17:00.142991,23.694,65.961,515.987,5.420,2167.245,"
"
2025-10-23 03:18:00.136406,23.728,65.531,515.987,5.420,2165.799,"
"
2025-10-23 03:19:00.149315,23.772,65.325,513.817,5.421,2167.245,"
"
2025-10-23 03:20:00.115296,23.694,63.354,514.106,5.420,2165.799,"
"
2025-10-23 03:21:00.117956,23.251,63.270,511.140,5.413,2165.799,"
"
2025-10-23 03:22:00.109968,23.103,63.462,510.995,5.413,2167.245,"
"
2025-10-23 03:23:00.130634,22.956,63.567,510.995,5.413,2165.799,"
"
2025-10-23 03:24:00.123729,22.956,63.256,511.212,5.411,2165.799,"
"
2025-10-23 03:25:00.142193,22.873,62.956,510.995,5.411,2165.799,"
"
2025-10-23 03:26:00.144073,22.921,62.656,509.115,5.413,2165.799,"
"
2025-10-23 03:27:00.161455,22.804,62.330,508.681,5.413,2167.245,"
"
2025-10-23 03:28:00.126561,22.804,61.831,508.536,5.413,2165.799,"
"
2025-10-23 03:29:00.142303,22.717,62.131,510.995,5.411,2165.799,"
"
2025-10-23 03:30:00.147872,22.622,62.243,509.766,5.401,2167.245,"
"
2025-10-23 03:31:00.132974,22.509,62.746,508.030,5.393,2167.245,"
"
2025-10-23 03:32:00.170794,22.509,63.563,508.102,5.391,2165.799,"
"
2025-10-23 03:33:00.142494,22.509,63.361,508.536,5.391,2165.799,"
"
2025-10-23 03:34:00.117987,22.509,63.838,508.536,5.391,2165.799,"
"
2025-10-23 03:35:00.124912,22.656,64.135,506.076,5.393,2167.245,"
"
2025-10-23 03:36:00.114142,22.808,64.131,506.076,5.391,2165.799,"
"
2025-10-23 03:37:00.598131,22.808,64.135,506.076,5.391,2165.799,"
"
2025-10-23 03:38:00.113378,22.717,64.442,506.221,5.381,2165.799,"
"
