DateTime,Temperature,Humidity,CO2,pH,EC,"
"
2025-10-30 00:00:00.131985,23.993,79.413,728.154,4.537,1918.403,"
"
2025-10-30 00:01:00.131728,23.993,80.154,780.382,4.537,1916.956,"
"
2025-10-30 00:02:00.117819,24.136,80.429,812.211,4.548,1914.062,"
"
2025-10-30 00:03:00.145621,24.080,80.935,817.202,4.557,1914.062,"
"
2025-10-30 00:04:00.122086,24.049,80.834,815.321,4.557,1918.403,"
"
2025-10-30 00:05:00.350959,24.288,81.340,805.122,4.568,1918.403,"
"
2025-10-30 00:06:00.130231,24.141,80.845,793.692,4.568,1914.062,"
"
2025-10-30 00:07:00.122516,24.141,81.344,772.714,4.568,1914.062,"
"
2025-10-30 00:08:00.140234,24.141,81.344,762.876,4.568,1914.062,"
"
2025-10-30 00:09:00.149699,24.141,81.554,757.885,4.588,1914.062,"
"
2025-10-30 00:10:00.159388,24.141,81.243,748.047,4.588,1914.062,"
"
2025-10-30 00:11:00.112460,24.141,81.641,740.668,4.568,1918.403,"
"
2025-10-30 00:12:00.110756,24.141,81.727,735.677,4.568,1914.062,"
"
2025-10-30 00:13:00.119109,24.132,81.919,730.758,4.568,1914.062,"
"
2025-10-30 00:14:00.123693,24.058,80.259,730.758,4.568,1914.062,"
"
2025-10-30 00:15:00.205189,23.880,79.225,728.299,4.578,1918.403,"
"
2025-10-30 00:16:00.120184,23.845,79.322,718.388,4.568,1916.956,"
"
2025-10-30 00:17:00.138063,23.841,79.326,714.410,4.568,1918.403,"
"
2025-10-30 00:18:00.122085,23.694,79.109,711.010,4.569,1916.956,"
"
2025-10-30 00:19:00.141266,23.581,78.230,708.550,4.568,1916.956,"
"
2025-10-30 00:20:00.144587,23.398,77.441,702.619,4.578,1918.403,"
"
2025-10-30 00:21:00.131777,23.459,78.027,698.640,4.568,1918.403,"
"
2025-10-30 00:22:00.117012,23.398,76.729,698.568,4.568,1918.403,"
"
2025-10-30 00:23:00.165973,23.398,76.631,696.181,4.578,1916.956,"
"
2025-10-30 00:24:00.145353,23.325,75.720,695.095,4.578,1918.403,"
"
