DateTime,Temperature,Humidity,CO2,pH,EC,"
"
2025-11-06 00:00:00.117097,25.707,68.934,654.224,4.923,1877.894,"
"
2025-11-06 00:01:00.858861,25.625,69.032,652.995,4.923,1877.894,"
"
2025-11-06 00:02:00.357430,25.768,68.837,651.765,4.923,1880.787,"
"
2025-11-06 00:03:00.353750,25.621,68.547,646.846,4.923,1877.894,"
"
2025-11-06 00:04:01.837905,25.621,67.459,644.459,4.932,1877.894,"
"
2025-11-06 00:05:00.122751,25.621,67.839,644.314,4.930,1877.894,"
"
2025-11-06 00:06:00.174530,25.621,67.535,641.782,4.930,1877.894,"
"
2025-11-06 00:07:00.386059,25.621,67.936,639.395,4.932,1876.447,"
"
2025-11-06 00:08:00.370047,25.621,67.632,641.855,4.930,1877.894,"
"
2025-11-06 00:09:00.372603,25.621,67.933,639.395,4.930,1877.894,"
"
2025-11-06 00:10:00.152946,25.621,67.940,639.468,4.932,1877.894,"
"
2025-11-06 00:11:00.139369,25.768,67.940,641.927,4.930,1877.894,"
"
2025-11-06 00:12:00.126504,25.621,68.142,636.936,4.930,1877.894,"
"
2025-11-06 00:13:00.107266,25.621,68.041,636.936,4.932,1876.447,"
"
2025-11-06 00:14:00.128655,25.612,68.139,636.936,4.923,1876.447,"
"
2025-11-06 00:15:00.122986,25.621,68.037,634.332,4.930,1877.894,"
"
2025-11-06 00:16:00.145616,25.621,68.139,636.936,4.930,1877.894,"
"
2025-11-06 00:17:00.156142,25.621,68.037,636.936,4.930,1877.894,"
"
2025-11-06 00:18:00.147720,25.621,67.940,636.936,4.930,1877.894,"
"
2025-11-06 00:19:00.118502,25.621,68.244,634.766,4.930,1877.894,"
"
2025-11-06 00:20:00.171656,25.621,68.251,636.936,4.923,1876.447,"
"
2025-11-06 00:21:00.131779,25.621,68.240,632.017,4.932,1877.894,"
"
2025-11-06 00:22:00.155839,25.508,68.240,632.017,4.912,1877.894,"
"
2025-11-06 00:23:00.142738,25.621,68.139,629.557,4.912,1877.894,"
"
2025-11-06 00:24:00.454960,25.621,68.142,629.702,4.932,1877.894,"
"
2025-11-06 00:25:00.130135,25.621,68.240,627.098,4.903,1877.894,"
"
2025-11-06 00:26:00.147386,25.616,68.244,624.566,4.891,1877.894,"
"
2025-11-06 00:27:00.319307,25.621,68.244,624.060,4.903,1877.894,"
"
2025-11-06 00:28:01.904897,25.655,68.341,623.336,4.923,1877.894,"
"
2025-11-06 00:29:00.112660,25.629,68.142,622.107,4.930,1877.894,"
"
2025-11-06 00:30:00.119838,25.621,68.345,619.647,4.923,1877.894,"
"
2025-11-06 00:31:00.176872,25.621,68.041,619.358,4.923,1877.894,"
"
2025-11-06 00:32:00.131444,25.621,68.345,619.647,4.923,1877.894,"
"
