DateTime,Temperature,Humidity,CO2,pH,EC,"
"
2025-11-07 00:00:00.136500,25.977,70.143,523.365,5.003,1880.787,"
"
2025-11-07 00:01:00.124940,26.042,71.065,522.135,5.003,1882.234,"
"
2025-11-07 00:02:00.151243,26.029,71.546,520.906,5.003,1880.787,"
"
2025-11-07 00:03:00.115186,25.951,71.058,518.157,5.003,1880.787,"
"
2025-11-07 00:04:00.136996,25.916,70.070,517.216,5.003,1882.234,"
"
2025-11-07 00:05:00.128709,25.916,70.649,517.216,5.003,1880.787,"
"
2025-11-07 00:06:00.137439,25.972,71.061,513.527,5.003,1882.234,"
"
2025-11-07 00:07:00.152407,26.007,70.649,510.995,5.003,1880.787,"
"
2025-11-07 00:08:00.118626,26.063,71.365,513.527,5.003,1882.234,"
"
2025-11-07 00:09:00.124704,25.916,71.155,510.995,5.003,1882.234,"
"
2025-11-07 00:10:00.372721,25.924,71.061,510.995,5.003,1882.234,"
"
2025-11-07 00:11:00.125769,25.951,71.745,510.995,4.963,1877.894,"
"
2025-11-07 00:12:00.123690,26.063,73.369,515.987,4.963,1877.894,"
"
2025-11-07 00:13:00.132735,26.124,71.654,515.987,4.963,1877.894,"
"
2025-11-07 00:14:00.478875,26.063,71.271,515.987,4.984,1877.894,"
"
2025-11-07 00:15:00.120032,26.055,71.448,515.987,5.003,1877.894,"
"
2025-11-07 00:16:00.154583,26.063,71.748,515.987,5.003,1880.787,"
"
2025-11-07 00:17:00.115499,26.055,73.474,514.974,5.003,1882.234,"
"
2025-11-07 00:18:00.134461,26.063,73.470,515.987,5.003,1880.787,"
"
2025-11-07 00:19:00.116838,25.998,71.955,513.527,5.003,1882.234,"
"
2025-11-07 00:20:00.496527,26.063,71.853,515.987,5.003,1880.787,"
"
2025-11-07 00:21:00.879556,25.981,71.745,513.527,5.003,1880.787,"
"
2025-11-07 00:22:00.127058,25.920,71.651,511.140,5.003,1880.787,"
"
2025-11-07 00:23:00.369985,26.050,71.651,510.995,5.003,1882.234,"
"
2025-11-07 00:24:00.127316,26.033,72.052,513.383,5.003,1880.787,"
"
2025-11-07 00:25:00.119418,25.977,72.052,513.021,5.003,1880.787,"
"
2025-11-07 00:26:00.142969,26.063,71.546,513.527,5.003,1880.787,"
"
2025-11-07 00:27:00.132640,26.063,71.756,513.527,5.003,1880.787,"
"
2025-11-07 00:28:00.129766,25.990,72.761,510.417,5.003,1882.234,"
"
2025-11-07 00:29:00.116690,26.063,72.255,512.225,5.003,1880.787,"
"
2025-11-07 00:30:00.141461,26.020,71.452,510.995,5.003,1880.787,"
"
2025-11-07 00:31:00.114995,26.063,71.752,508.536,5.003,1880.787,"
"
2025-11-07 00:32:00.162961,26.063,71.542,508.464,5.003,1880.787,"
"
2025-11-07 00:33:00.112832,26.063,72.356,508.536,4.984,1882.234,"
"
2025-11-07 00:34:00.136162,26.063,71.748,510.995,5.003,1880.787,"
"
2025-11-07 00:35:00.120208,25.942,71.644,509.766,5.003,1882.234,"
"
2025-11-07 00:36:00.131742,26.063,71.947,510.995,5.003,1882.234,"
"
2025-11-07 00:37:00.863965,26.063,73.166,513.021,5.003,1880.787,"
"
2025-11-07 00:38:00.131523,26.063,71.546,512.225,5.003,1882.234,"
"
2025-11-07 00:39:00.109961,26.063,72.956,511.936,5.003,1880.787,"
"
2025-11-07 00:40:00.155938,26.050,71.644,510.995,5.003,1882.234,"
"
2025-11-07 00:41:00.117787,25.981,71.846,512.153,5.003,1882.234,"
"
2025-11-07 00:42:00.139124,25.946,71.644,513.238,4.963,1877.894,"
"
2025-11-07 00:43:00.119432,26.063,71.640,512.948,4.952,1876.447,"
"
2025-11-07 00:44:00.118256,25.946,71.842,512.370,4.963,1877.894,"
"
2025-11-07 00:45:00.133491,26.076,73.065,515.408,4.984,1876.447,"
"
2025-11-07 00:46:00.117886,26.042,72.649,512.297,5.003,1882.234,"
"
2025-11-07 00:47:00.353065,25.951,71.644,513.527,5.003,1880.787,"
"
2025-11-07 00:48:00.167262,25.990,72.862,513.527,4.984,1880.787,"
"
2025-11-07 00:49:00.126829,26.063,72.154,513.527,5.003,1882.234,"
"
2025-11-07 00:50:00.134754,26.059,72.251,513.527,5.003,1880.787,"
"
2025-11-07 00:51:00.135354,26.024,72.660,510.995,5.003,1880.787,"
"
2025-11-07 00:52:00.150049,26.055,71.846,510.995,5.003,1880.787,"
"
2025-11-07 00:53:00.144687,26.063,72.866,513.527,5.003,1880.787,"
"
2025-11-07 00:54:00.120593,26.063,72.953,510.995,5.003,1880.787,"
"
2025-11-07 00:55:00.116090,25.990,71.741,509.115,5.003,1880.787,"
"
2025-11-07 00:56:00.170263,26.063,73.130,510.995,5.003,1880.787,"
"
2025-11-07 00:57:00.124305,25.994,72.150,510.995,5.003,1880.787,"
"
2025-11-07 00:58:00.125404,26.063,73.163,510.995,5.003,1880.787,"
"
2025-11-07 00:59:00.139022,25.924,72.956,508.536,5.003,1880.787,"
"
2025-11-07 01:00:00.142356,26.063,72.255,508.536,5.003,1880.787,"
"
2025-11-07 01:01:00.137487,26.063,72.862,503.762,5.003,1880.787,"
"
2025-11-07 01:02:00.998572,26.063,72.450,501.157,5.003,1880.787,"
"
2025-11-07 01:03:00.116594,26.063,71.842,501.302,5.003,1880.787,"
"
2025-11-07 01:04:00.113862,26.063,72.049,503.617,5.003,1882.234,"
"
2025-11-07 01:05:00.123462,25.933,71.741,503.617,5.003,1880.787,"
"
